"Paper_ID","Author","Year","Title","Appendix","Framework_Element","Psi_Dimension","Specific_Contribution","Equation_Concept","Relevance","Citations_Approx","Evidence_Tier"
"cialdini1993compliance","Cialdini, Robert B.","1993","Influence: The Psychology of Persuasion (Revised)","Y","","social_context","Compliance tactics work by triggering automatic mental shortcuts","","Supporting","7200","3"
"cialdini2001consistency","Cialdini, Robert B.","2001","Influence: Science and Practice","Y","","consistency_pressure","Consistency principle: people commit to choices and defend them","","Supporting","6500","3"
"cialdini2001universal","Cialdini, Robert B.; Wosinska, Wilhelmina","2001","A Universal Norm Against Lying Promotes Cooperation","Y","","norm_context","Universal honesty norm increases cooperation rates","","Supporting","2800","3"
"cialdini2006influence","Cialdini, Robert B.","2006","Influence: The Psychology of Persuasion","AX","","social_context","Six principles of influence (reciprocity, commitment, social proof, authority, liking, scarcity)","Universal principles of persuasion leverage deep-rooted psychological tendencies","Core","10000","2"
"cialdini2006principle","Cialdini, Robert B.","2006","Ethical Influence: Mastering the Psychology of Persuasion","Y","","ethical_context","Ethical persuasion uses same principles but maintains integrity","","Supporting","4200","3"
"cialdini2009pre","Cialdini, Robert B.","2009","Pre-suasion: When the First Word Can Be the Difference","Y","","attentional_context","Timing of message presentation affects persuasion effectiveness","","Supporting","3500","3"
"cialdini2016pre_suasion","Cialdini, Robert B.","2016","Pre-suasion: A Revolutionary Way to Influence and Persuade","Y","","attention_allocation","Pre-persuasion: direct attention before message delivery","","Supporting","5800","3"
"clarke1971multipart","Clarke, Edward","1971","Multipart Pricing of Public Goods","AE","Psi_Design","","Clarke mechanism","Public goods incentives","Core","1500","2"
"coase1937nature","Coase, Ronald","1937","The Nature of the Firm","AC","Psi_I,C","Psi_I","Transaction costs","Why firms exist","Core","30000","2"
"coase1960problem","Coase, Ronald","1960","The Problem of Social Cost","AC","Psi_I,C*","Psi_I","Coase theorem","Bargaining solves externalities","Core","25000","2"
"coleman1988social","Coleman, James","1988","Social Capital in the Creation of Human Capital","K","Psi_S,K","Psi_S","Social capital","Social structure affects human capital","Core","30000","2"
"collins1985","Collins, Harry M.","1985","Changing Order: Replication and Induction in Scientific Practice","XX","METHOD-EVIDENCE,sociology-of-science,replication","tacit-knowledge","Tacit knowledge is essential for successful replication of experiments","Explains why explicit protocols alone cannot guarantee replication","Methodological","4500","5"
"collins2014","Collins, Harry","2014","Tacit and Explicit Knowledge","XX","METHOD-EVIDENCE,tacit-knowledge,LLM-limitations","tacit-knowledge","Three types of tacit knowledge - relational, somatic, and collective","Explains why LLMs cannot fully capture disciplinary tacit knowledge","Methodological","1200","5"
"condorcet1785essai","Condorcet, Marquis de","1785","Essai sur l'Application de l'Analyse","AF","C*,Aggregation","","Condorcet paradox","Majority cycles possible","Core","5000","2"
"cosmides1994cognitive","Cosmides, Leda; Tooby, John","1994","Better than Rational: Evolutionary Psychology and the Invisible Hand","AX","","social_context","Evolutionary logic explains cooperation","Evolutionary mechanisms explain cooperation","Supporting","2800","3"
"cowell2011measuring","Cowell, Frank","2011","Measuring Inequality","K","Q","","Inequality textbook","Complete measurement","Methodological","2000","5"
"crawford2013structural","Crawford, Vincent; Costa-Gomes, Miguel; Iriberri, Nagore","2013","Structural Models of Nonequilibrium Strategic Thinking","AD","Psi_C","Psi_C","Level-k survey","State of the art on Psi_C estimation","Supporting","1500","3"
"cunha2007technology","Cunha, Flavio; Heckman, James","2007","The Technology of Skill Formation","N","K,Dynamics","","Skill formation","Self-productivity, complementarity","Core","3000","2"
"cunha2010estimating","Cunha, Flavio; Heckman, James; Schennach, Susanne","2010","Estimating the Technology of Cognitive and Noncognitive Skill Formation","N","K","","Skill measurement","Factor model for skills","Methodological","2000","5"
"dana1998learning","Dana, Rose-Anne","1998","Learning in Representative Consumer Environments","A","Dynamics,Psi_K","Psi_K","Learning and prices","Dynamic price formation","Supporting","500","3"
"deaton2018understanding","Deaton, Angus; Cartwright, Nancy","2018","Understanding and Misunderstanding Randomized Controlled Trials","P","Methodological","","RCT critique","External validity limits","Methodological","1500","5"
"debreu1959theory","Debreu, Gerard","1959","Theory of Value","A","C*","","Existence of general equilibrium","C* exists under convexity","Core","10000","2"
"debreu1974excess","Debreu, Gerard","1974","Excess Demand Functions","A","C*,Aggregation","","SMD theorem","No structure from micro","Core","1500","2"
"deci1999meta","Deci, Edward; Koestner, Richard; Ryan, Richard","1999","A Meta-Analytic Review of Experiments Examining the Effects of Extrinsic Rewards","K","Psi_C","Psi_C","Motivation meta-analysis","Rewards can backfire","Supporting","8000","3"
"dellavigna2009paying","Della Vigna, Stefano; Malmendier, Ulrike","2009","Paying Not to Go to the Gym","AX","","temporal","People overestimate future gym attendance, paying for memberships they won't use","Present bias causes systematic overestimation of future intentions (naive projection)","Core","2200","2"
"dellavigna2009psychology","DellaVigna, Stefano","2009","Psychology and Economics: Evidence from the Field","AD","","field_research","Field evidence substantiates behavioral anomalies in real-world settings","","Core","3500","2"
"dellavigna2015behavioral","DellaVigna, Stefano","2015","The Behavioral Economics of Taxation","AD","","tax_context","Behavioral factors significantly affect tax compliance and evasion","","Core","2200","2"
"demsetz1967toward","Demsetz, Harold","1967","Toward a Theory of Property Rights","AC","Psi_I","Psi_I","Property rights","Endogenous institutions","Core","5000","2"
"diamond1971model","Diamond, Peter","1971","A Model of Price Adjustment","AC","C*,Psi_K","Psi_K","Search equilibrium","Price dispersion","Core","3000","2"
"diamond1982aggregate","Diamond, Peter","1982","Aggregate Demand Management in Search Equilibrium","AA","C*","","Thick market externalities","Coordination failure","Core","2000","2"
"diener1999subjective","Diener, Ed; Suh, Eunkook; Lucas, Richard; Smith, Heidi","1999","Subjective Well-Being: Three Decades of Progress","K","Q","","Subjective wellbeing","SWB measurement","Core","15000","2"
"dolan2008well","Dolan, Paul; Peasgood, Tessa; White, Mathew","2008","Do We Really Know What Makes Us Happy? A Review of the Economic Literature on the Factors Associated with Subjective Well-being","AC","","life_circumstances","Multiple factors affect wellbeing; relationships dominate income","","Methodological","3200","5"
"dolan2010instant","Dolan, Paul; Kahneman, Daniel","2010","Interpretations of Utility and Their Implications for the Valuation of Health","AC","","health_context","Experience vs. remembered utility differ; both matter for policy","","Core","2200","2"
"dolan2010subjective","Dolan, Paul; Peasgood, Tessa; White, Mathew","2010","Do We Really Know What Makes Us Happy? A Review of the Economic Literature on the Factors Associated with Subjective Well-Being","AX","","emotional","Multiple factors affect well-being beyond income","Subjective well-being driven by multiple factors","Methodological","2600","5"
"dolan2011economics","Dolan, Paul; Layard, Richard; Metcalfe, Robert","2011","The Economics of Happiness","AC","","wellbeing_context","Wellbeing economics provides framework for policy beyond GDP","","Supporting","3400","3"
"dolan2012measuring","Dolan, Paul; Metcalfe, Robert","2012","Measuring Well-being for Public Policy","AC","","policy_context","Wellbeing metrics improve policy design and evaluation","","Supporting","1900","3"
"dolan2014happiness","Dolan, Paul","2014","Happiness by Design: Change What You Do, Not How You Think","AC","","behavioral_design","Design of experiences affects wellbeing more than conscious beliefs","","Supporting","2500","3"
"duflo2001schooling","Duflo, Esther","2001","Schooling and Labor Market Consequences","P","K,Q","","Natural experiment","School construction Indonesia","Core","2500","2"
"duflo2007experimental","Duflo, Esther; Glennerster, Rachel; Kremer, Michael","2007","Using Randomization in Development Economics Research","P","Methodological","","RCT methodology","Field experiments","Methodological","5000","5"
"easterlin1974does","Easterlin, Richard","1974","Does Economic Growth Improve the Human Lot?","K","Q","","Easterlin paradox","Income-happiness puzzle","Core","8000","2"
"edgeworth1881mathematical","Edgeworth, Francis Ysidro","1881","Mathematical Psychics","A","C*,C_ij","","Contract curve","Bilateral monopoly","Core","3000","2"
"epstein1996growing","Epstein, Joshua; Axtell, Robert","1996","Growing Artificial Societies: Sugarscape","AG","C*,Dynamics","","ABM classic","If you didn't grow it...","Core","5000","2"
"epstein2006generative","Epstein, Joshua","2006","Generative Social Science","AG","Dynamics","","Generative explanation","ABM methodology","Supporting","2000","3"
"eyster2005cursed","Eyster, Erik; Rabin, Matthew","2005","Cursed Equilibrium","AD","Psi_K,C*","Psi_K","Cursed equilibrium","Underinfer from others' actions","Core","1500","2"
"falk1997cooperation","Falk, Armin","1997","Cooperation Games","AE","","game_structure","Game structure shapes cooperation rates","","Core","800","2"
"falk1998strategic","Falk, Armin","1998","Strategic Fairness","AE","","fairness","Fairness concerns influence strategic behavior in games","","Core","1000","2"
"falk1999reciprocal","Falk, Armin","1999","Reciprocal Fairness and Altruism","AE","","reciprocity_norm","Reciprocal fairness motivates cooperation more than altruism","","Core","1200","2"
"falk2000reciprocity","Falk, Armin; Fischbacher, Urs","2000","A Theory of Reciprocity","AE","","reciprocity","Formal theory of reciprocal preferences explaining cooperation","","Core","2800","2"
"falk2001fairness","Falk, Armin; Fehr, Ernst","2001","Fairness and Market Power","AE","","power_inequality","Market power shapes fairness perceptions and behavior","","Core","1100","1"
"falk2002altruism","Falk, Armin; Fehr, Ernst","2002","Altruism and Incentives","AE","","motivation","Incentives can crowd out altruistic motivation","","Core","1300","1"
"falk2003generosity","Falk, Armin","2003","Generosity and Selfishness","AE","","other_regard","Generosity signals trustworthiness in social interactions","","Core","800","2"
"falk2004fairness","Falk, Armin","2004","Fairness and Cooperation in Groups","AE","","group_dynamics","Fairness norms emerge naturally in groups","","Core","1000","2"
"falk2004learning","Falk, Armin","2004","Learning Reciprocity","AE","","experience","Reciprocal preferences learned through repeated interaction","","Core","1400","2"
"falk2005gifts","Falk, Armin","2005","Giving and Taking Gifts","AE","","reciprocity_expectation","Gift-giving triggers reciprocal obligations in economic exchanges","","Core","2100","2"
"falk2006behavior","Falk, Armin","2006","Behavioral Economic Policy","AE","","institutional_design","Policy design must account for reciprocal preferences","","Core","1700","2"
"falk2006wages","Falk, Armin; Fehr, Ernst","2006","Wages and Worker Effort","AE","","wage_fairness","Fair wages induce higher worker effort through reciprocal fairness","","Core","1900","1"
"falk2007incentives","Falk, Armin","2007","Incentives Matter","AE","","incentive_structure","Incentive design must account for reciprocal preferences","","Core","1900","2"
