key,strategy,journal_found,journal_superkey,era,pattern,lookup_source,predictability_rate,reason,journal,year,volume,issue,pages
stahl1995players,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,1995,10,1,218--254
mckelvey1995quantal,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,1995,10,1,6--38
costagomes2006,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2006,74,3,591--634
falkfehr2006,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2006,54,2,293--315
cheungfriedman1997,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,1997,19,1,46--76
carlssonvanDamme1993,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1993,61,5,989--1018
morrishin2003,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Advances in Economics and Econometrics: Theory and Applications,Advances in Economics and Econometrics: Theory and Applications,2003,1,,56--114
shiller2000,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2000,,,
hallsworth2017,PATTERN,True,JRN-1016-JPUBE,Elsevier,10.1016/j.jpubeco.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Public Economics,2017,148,,14--31
bandiera2010,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies,2010,77,2,417--458
singer2009,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Annals of the New York Academy of Sciences,2009,1156,1,81--96
frith2006,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Neuron,Neuron,2006,50,4,531--534
camerer2018,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature Human Behaviour,2018,2,9,637--644
klein2018,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Advances in Methods and Practices in Psychological Science,2018,1,4,443--490
eyster2005cursed,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2005,73,5,1623--1672
nowak2005evolution,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature,2005,437,,1291--1298
henrich2001evolution,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Theoretical Biology,Journal of Theoretical Biology,2001,208,1,79--89
hurwicz1960optimality,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,1960,,,27--46
hurwicz1972informationally,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,1972,,,297--336
gibbard1973manipulation,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1973,41,4,587--601
satterthwaite1975strategyproofness,PATTERN,True,JRN-1016-JET,Elsevier,10.1016/j.jet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Economic Theory,1975,10,2,187--217
myerson1983efficient,PATTERN,True,JRN-1016-JET,Elsevier,10.1016/j.jet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Economic Theory,1983,29,2,265--281
groves1973incentives,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1973,41,4,617--631
groves1977optimal,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1977,45,4,783--809
myerson1979incentive,LOOKUP,True,JRN-3982-ECTA,JSTOR Legacy,,JSTOR,0.05,NUMERIC pattern in JSTOR Legacy era - not predictable,Econometrica,1979,47,1,61--73
myerson1981optimal,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Mathematics of Operations Research,Mathematics of Operations Research,1981,6,1,58--73
maskin1999nash,LOOKUP,True,JRN-1093-RES,JSTOR Legacy,,JSTOR,0.0,NUMERIC pattern in JSTOR Legacy era - not predictable,Review of Economic Studies,1999,66,1,23--38
maskin2002implementation,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2002,1,,237--288
holmstrom1982moral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Bell Journal of Economics,Bell Journal of Economics,1982,13,2,324--340
wilson1987game,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,1987,,,33--70
bergemann2005robust,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2005,73,6,1771--1813
klemperer2004auctions,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2004,,,
borgers2015mechanism,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2015,,,
arrow1951social,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1951,,,
maskin2014arrow,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2014,,,
condorcet1785essai,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1785,,,
black1948rationale,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1948,56,1,23--34
black1958theory,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1958,,,
mckelvey1976intransitivities,PATTERN,True,JRN-1016-JET,Elsevier,10.1016/j.jet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Economic Theory,1976,12,3,472--482
sen1970collective,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1970,,,
sen1970impossibility,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1970,78,1,152--157
sen1977rational,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Philosophy \& Public Affairs,Philosophy \& Public Affairs,1977,6,4,317--344
harsanyi1955cardinal,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1955,63,4,309--321
harsanyi1977rational,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1977,,,
rawls1971theory,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1971,,,
moulin1980strategyproofness,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Public Choice,Public Choice,1980,35,4,437--455
barbera2001introduction,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Social Choice and Welfare,Social Choice and Welfare,2001,18,4,619--653
list2002aggregating,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Economics and Philosophy,Economics and Philosophy,2002,18,1,89--110
list2012theory,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Synthese,Synthese,2012,187,1,179--207
gaertner2009primer,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2009,,,
arrow1951social,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1951,,,
maskin2014arrow,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2014,,,
condorcet1785essai,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1785,,,
black1948rationale,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1948,56,1,23--34
black1958theory,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1958,,,
plott1967equilibrium,LOOKUP,True,JRN-1257-AER,JSTOR Legacy,,JSTOR,0.92,NUMERIC pattern in JSTOR Legacy era - not predictable,American Economic Review,1967,57,4,787--806
mckelvey1976intransitivities,PATTERN,True,JRN-1016-JET,Elsevier,10.1016/j.jet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Economic Theory,1976,12,3,472--482
sen1970collective,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1970,,,
sen1970impossibility,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1970,78,1,152--157
sen1977rational,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Philosophy \& Public Affairs,Philosophy \& Public Affairs,1977,6,4,317--344
harsanyi1955cardinal,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1955,63,4,309--321
harsanyi1977rational,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1977,,,
rawls1971theory,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1971,,,
moulin1980strategyproofness,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Public Choice,Public Choice,1980,35,4,437--455
barbera2001introduction,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Social Choice and Welfare,Social Choice and Welfare,2001,18,4,619--653
list2002aggregating,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Economics and Philosophy,Economics and Philosophy,2002,18,1,89--110
list2012theory,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Synthese,Synthese,2012,187,1,179--207
gaertner2009primer,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2009,,,
arthur1989competing,LOOKUP,True,JRN-1111-EJ,JSTOR Legacy,,JSTOR,0.27,NUMERIC pattern in JSTOR Legacy era - not predictable,Economic Journal,1989,99,394,116--131
arthur1994increasing,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1994,,,
arthur2015complexity,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2015,,,
arthur1997economy,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1997,,,
schelling1971segregation,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Mathematical Sociology,Journal of Mathematical Sociology,1971,1,2,143--186
simon1962architecture,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Proceedings of the American Philosophical Society,Proceedings of the American Philosophical Society,1962,106,6,467--482
holland1992adaptation,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1992,,,
holland1995hidden,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1995,,,
kauffman1993origins,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1993,,,
bak1996nature,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1996,,,
hommes2006heterogeneous,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2006,2,,1109--1186
epstein1996growing,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1996,,,
epstein2006generative,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2006,,,
tesfatsion2006ace,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2006,2,,831--880
farmer2009economy,LOOKUP,True,JRN-1038-NAT,All Years,,Publisher/CrossRef,0.0,ALPHA_NUM pattern in All Years era - not predictable,Nature,2009,460,,685--686
lebaron2006agent,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2006,2,,1187--1233
sornette2003crashes,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2003,,,
taleb2007black,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2007,,,
samuelson1937measurement,LOOKUP,True,JRN-1093-RES,JSTOR Legacy,,JSTOR,0.0,NUMERIC pattern in JSTOR Legacy era - not predictable,Review of Economic Studies,1937,4,2,155--161
strotz1956myopia,LOOKUP,True,JRN-1093-RES,JSTOR Legacy,,JSTOR,0.0,NUMERIC pattern in JSTOR Legacy era - not predictable,Review of Economic Studies,1956,23,3,165--180
frederick2002time,PATTERN,True,JRN-1257-JEL,Modern,10.1257/jel.{volume}.{issue}.{startpage},,0.71,Predictable pattern for Modern era,Journal of Economic Literature,2002,40,2,351--401
odonoghue2001choice,LOOKUP,True,JRN-1093-QJE,MIT Press,,CrossRef,0.01,LONG_CODE pattern in MIT Press era - not predictable,Quarterly Journal of Economics,2001,116,1,121--160
thaler1981self,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1981,89,2,392--406
bryan2010commitment,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2010,2,,671--698
gruber2001addiction,LOOKUP,True,JRN-1093-QJE,MIT Press,,CrossRef,0.01,LONG_CODE pattern in MIT Press era - not predictable,Quarterly Journal of Economics,2001,116,4,1261--1303
stern2007economics,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2007,,,
weitzman2001gamma,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2001,91,1,260--271
cohen2020measuring,PATTERN,True,JRN-1257-JEL,Modern,10.1257/jel.{volume}.{issue}.{startpage},,0.71,Predictable pattern for Modern era,Journal of Economic Literature,2020,58,2,299--347
thunen1826isolierte,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1826,,,
krugman1991increasing,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1991,99,3,483--499
krugman1991geography,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1991,,,
fujita1999spatial,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1999,,,
glaeser2008cities,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2008,,,
glaeser2011triumph,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2011,,,
rosenthal2004evidence,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2004,4,,2119--2171
combes2015empirics,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,,2015,5,,247--348
gallup1999geography,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,International Regional Science Review,1999,22,2,179--232
diamond1997guns,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,1997,,,
acemoglu2002reversal,LOOKUP,True,JRN-1093-QJE,MIT Press,,CrossRef,0.01,LONG_CODE pattern in MIT Press era - not predictable,Quarterly Journal of Economics,2002,117,4,1231--1294
roback1982wages,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1982,90,6,1257--1278
moretti2012geography,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2012,,,
bleakley2012portage,LOOKUP,True,JRN-1093-QJE,Oxford Modern,,CrossRef,0.01,ALPHA_NUM pattern in Oxford Modern era - not predictable,Quarterly Journal of Economics,2012,127,2,587--644
redding2017quantitative,LOOKUP,True,JRN-1146-ARE,Annual Reviews,,CrossRef,0.0,OTHER pattern in Annual Reviews era - not predictable,Annual Review of Economics,2017,9,,21--58
hermann2003atlas,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2003,,,
hermann2007roestigraben,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Swiss Political Science Review,2007,13,2,137--167
sotomo2024abstimmung,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,,2024,,,
bfs2024abstimmungen,SKIP,False,,,,,0.0,Entry type 'misc' - not a journal article,,2024,,,
snowberg2010explaining,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,2010,118,4,723--746
whelan2024favorite,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Economica,Economica,2024,91,361,234--256
page2009optimistic,PATTERN,True,JRN-1016-EL,Elsevier,10.1016/j.econlet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Economics Letters,2009,102,2,70--72
zhang2023bookmaker,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: European Financial Management,European Financial Management,2023,29,4,1197--1227
brown2024sportsbetting,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,,2024,,,
hsieh2019housing,PATTERN,True,JRN-1111-EJ,Wiley,10.1111/j.1468-0297.{year}.{suffix}.x,,0.27,Predictable pattern for Wiley era,American Economic Journal: Macroeconomics,2019,11,2,1--39
kline2014place,PATTERN,True,JRN-1257-AER,Modern,10.1257/aer.{volume}.{issue}.{startpage},,0.92,Predictable pattern for Modern era,American Economic Review,2014,104,5,13--18
andreoni1988free,PATTERN,True,JRN-1016-JPUBE,Elsevier,10.1016/j.jpubeco.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Public Economics,1988,37,3,291--304
fehr2004third,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,2004,25,2,63--87
dufwenberg2004sequential,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2004,47,2,268--298
charness2006promises,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2006,74,6,1579--1601
almas2020cutthroat,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,2020,128,5,1753--1788
bowles2012economic,PATTERN,True,JRN-1257-JEL,Modern,10.1257/jel.{volume}.{issue}.{startpage},,0.71,Predictable pattern for Modern era,Journal of Economic Literature,2012,50,2,368--425
fehr2024social,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2024,,,
peng2025digitaltwins,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: arXiv preprint arXiv:2509.19088,arXiv preprint arXiv:2509.19088,2025,,,
horton2023homo,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,,2023,,31122,
argyle2023out,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Political Analysis,Political Analysis,2023,31,3,337--351
park2023generative,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2023,,,
binz2023using,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Proceedings of the National Academy of Sciences,2023,120,6,e2218523120
dillion2023can,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Trends in Cognitive Sciences,2023,27,7,597--600
johnson2003defaults,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2003,302,5649,1338--1339
bisbee2024synthetic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Political Analysis,Political Analysis,2024,,,
